Title,Price,Rating,Specs
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,317",4.1,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty, 10 Years Compressor Warranty, 5 Years PCB Warranty"
"CARRIER 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi Smart Flexicool 6 in 1 Convertible, Smart ...","₹35,790",4.2,"Annual Power Usage: 754.05 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty  on Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor"
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹38,300",4,Annual Power Usage: 765.86 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and 10 Years Warranty on Compressor
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,590",4.1,"Annual Power Usage: 975.26 kWhRoom Size: 130 to 180 sq. ft.5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
MITSUBISHI HEAVY INDUSTRIES 2025 Model 1.65 Ton 5 Star Split Hyper Inverter Hyper Inverter AC AC,"₹71,990",3.5,"Annual Power Usage: 791.12 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product ,5 year warranty on PCB and 10 Years Warranty on Compressor"
"Midea 2026 Model 1.5 Ton 3 Star Split Inverter Convertible 6-in-1 with Auto Intelligence,Turbo Mode fo...","₹28,990",4.3,"Annual Power Usage: 854.39 kWhRoom Size: 130 to 180 sq. ft.5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.1,Annual Power Usage: 918.84 UnitsRoom Size: 130 to 180 sq. ft.5 Year Warranty
"Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, ...","₹43,990",4.1,"Annual Power Usage: 759.55 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB"
CARRIER 2026 Model 2 Ton 5 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & Voi...,"₹59,490",4.2,"Annual Power Usage: 920.55 kWhRoom Size: 180 to 230 sq. ft.1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor"
"LG 2026 Model 2 tons 3 Star Split Dual Inverter Faster Cooling and Energy Saving, AI Convertible 6-in-...","₹54,688",4.1,"Annual Power Usage: 1102.04 kWhRoom Size: 180 to 230 sq. ft.1 Year Comprehensive warranty on Product, 5 Year warranty on PCB & Motor and 10 Year warranty on Compressor"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi With 4 Way Air Swing and Pure Air Filter AC,"₹24,790",4,"Annual Power Usage: 1054 UnitsRoom Size: 80 to 130 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Voltas 2022 Model 1 Ton 3 Star Split Fixed Speed AC,"₹29,490",4.1,Annual Power Usage: 700.57 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product and 5 Years Warranty on Compressor
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹37,900",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor
Haier 2026 Model 2 Ton 3 Star Split Twin Inverter AC,"₹45,490",3.7,Annual Power Usage: 1120.86 kWhRoom Size: 180 to 230 sq. ft.5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).
Lloyd 2026 Model 1 Ton 5 Star Split Inverter AC,"₹36,490",4,"Annual Power Usage: 471.53 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive Warranty on AC, 5 Year Warranty on Component and 10 Years Warranty on Compressor"
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,991",4.1,Annual Power Usage: 918.84 UnitsRoom Size: 130 to 180 sq. ft.5 Year Comprehensive Warranty
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2025 Model 2 Ton 3 Star Split Inverter AC,"₹44,500",3.9,"Annual Power Usage: 1181.02 kWhRoom Size: 180 to 230 sq. ft.1 year warranty on product, 5 year PCB, 10 year compressor"
"Blue Star Iconia 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi 5-In-1 Convertible, AI Pro+ Techn...","₹39,990",4.1,"Annual Power Usage: 918.45 kWhRoom Size: 130 to 180 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹44,999",4.2,"Annual Power Usage: 698 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty On Product,10 Years Warranty On Compressor"
Voltas 2026 Model 1 Ton 3 Star Split Inverter AC,"₹29,990",4.1,"Annual Power Usage: 599.28 kWhRoom Size: 80 to 130 sq. ft.Voltas  5 Year warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid only from 1st January 2026 to 31st December 2027)."
Whirlpool 2026 Model 2 Ton 3 Star Split Inverter AC,"₹40,490",4,"Annual Power Usage: 1079.61 kWhRoom Size: 180 to 230 sq. ft.1 year warranty on product, 5 years  warranty on compressor"
"Panasonic 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, AI...","₹42,990",4.2,"Annual Power Usage: 460.65 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB,"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
"Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, AI...","₹35,990",4.2,"Annual Power Usage: 593.89 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB"
Blue Star 2026 Model 2 Ton 3 Star Split Inverter AC,"₹48,991",4,"Annual Power Usage: 1114.14 kWhRoom Size: 180 to 230 sq. ft.1 Year Warranty on the Product is Limited to Manufacturing Defects Only,5 Years warranty on PCB and 10 Years warranty on Compressor"
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Hitachi 2026 Model 1.6 Ton 3 Star Split Inverter with Wi-fi AC,"₹40,000",4.3,Room Size: 130 to 180 sq. ft.
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,"₹39,990",4.2,Annual Power Usage: 523.54 kWhRoom Size: 80 to 130 sq. ft.5 YearsWarranty on Product and 5 Years Warranty on PCB and 10 Years Warranty on Compressor 1st July 2026 to 31st July 2026.
Samsung 2025 Model 2 Ton 3 Star Split Inverter with Wi-fi Easy Filter Plus (Anti-Bacteria) AC,"₹37,490",4,Annual Power Usage: 2000 UnitsRoom Size: 180 to 230 sq. ft.5 years comprehensive warranty on product and 10 years on compressor
Lloyd 2025 Model 1.5 Ton 5 Star Window Inverter with Wi-fi AC,"₹36,790",4,"Annual Power Usage: 1071.29 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2025 Model 2 Ton 5 Star Split Inverter with 4-way Air Swing AC AC,"₹48,999",3.9,"Annual Power Usage: 916.68 UnitsRoom Size: 180 to 230 sq. ft.5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor"
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹36,790",4,Annual Power Usage: 657.81 UnitsRoom Size: 130 to 180 sq. ft.5 Years Manufacturer Warranty
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Blue Star 2025 Model 1 Ton 3 Star Split Inverter AC,"₹34,500",4.1,"Annual Power Usage: 706.99 UnitsRoom Size: 80 to 130 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
Blue Star 2026 Model 1.5 Ton 2 Star Split Fixed Speed AC,"₹39,191",4.1,"Annual Power Usage: 1072.14 kWhRoom Size: 130 to 180 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
Blue Star 2026 Model 2 Ton 3 Star Split Inverter AC,"₹52,000",4,"Annual Power Usage: 1131.55 kWhRoom Size: 180 to 230 sq. ft.1-Year Product Warranty, 10-Year Compressor Warranty and 5-Year PCB Warranty."
CARRIER 2026 Model 1.5 Ton 3 Star Window Inverter AC,"₹33,990",4.3,"Annual Power Usage: 1050.47 kWhRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 10 Year Warranty on Compressor"
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
LG 2026 Model 1.5 Ton 5 Star Window Dual Inverter AC,"₹43,990",4.2,Room Size: 130 to 180 sq. ft.
Lloyd 2022 Model 1 Ton 2 Star Window Fixed Speed AC,"₹25,580",3.9,Annual Power Usage: 808.94 UnitsRoom Size: 80 to 130 sq. ft.1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹36,990",4,"Annual Power Usage: 657.81 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, AI...","₹53,990",4.2,"Annual Power Usage: 1153.74 kWhRoom Size: 180 to 230 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB, 
5 Years on ODU Casing"
Godrej 2026 Model 1.5 Ton 5 Star Window Inverter AC,"₹35,500",4,"Annual Power Usage: 1052.32 kWhRoom Size: 130 to 180 sq. ft.10 years warranty on compressor, 5 year warranty on whole product. Warranty can be availed after registering on Brand website within 7 days of purchase."
LG 2026 Model 1.5 Ton 3 Star Window Dual Inverter Convertible 4-in-1 Cooling with Faster Cooling and E...,"₹36,490",4.1,Annual Power Usage: 1070.79 UnitsRoom Size: 130 to 180 sq. ft.1 Year Comprehensive on Product
Voltas 2026 Model 1.5 Ton 5 Star Window Inverter AC,"₹36,781",4.3,Room Size: 130 to 180 sq. ft.
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Godrej 2026 Model 1 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹27,549",4,"Annual Power Usage: 607.6 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Blue Star 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,551",4.1,"Annual Power Usage: 770.98 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)"
"LG 2026 Model 1 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-in-...","₹42,690",4.2,"Annual Power Usage: 469.72 kWhRoom Size: 80 to 130 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive period only)."
Godrej 2026 Model 2 Ton 3 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹36,490",3.9,"Annual Power Usage: 1076.57 kWhRoom Size: 180 to 230 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Godrej 2026 Model 1.5 Ton 4 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooli...,"₹33,990",4,"Annual Power Usage: 728.31 kWhRoom Size: 130 to 180 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
Haier 2026 Model 1.5 Ton 3 Star Split HEXA Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 890.57 kWhRoom Size: 130 to 180 sq. ft.5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).
Blue Star 2025 Model 1.5 Ton 5 Star Window Inverter AC,"₹36,343",4.2,Annual Power Usage: 1089.35 kWhRoom Size: 130 to 180 sq. ft.Warranty of the Product is Limited to Manufacturing Defects Only
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹35,990",4.1,Annual Power Usage: 918.84 kWhRoom Size: 130 to 180 sq. ft.
"Panasonic 2026 Model 1 Ton 4 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, AI...","₹38,990",4.2,"Annual Power Usage: 514 kWhRoom Size: 80 to 130 sq. ft.1 Year Comprehensive on Product,
10 Years on Compressor,
5 Years on PCB"
Godrej 2026 Model 1 Ton 5 Star Split Inverter with 5-in-1 convertible | AI Powered| Heavy Duty Cooling...,"₹33,990",4,"Annual Power Usage: 468.65 kWhRoom Size: 80 to 130 sq. ft.5 years warranty on Product, 5 Years warranty on PCB, 10 year warranty on Compressor (Applicable on purchase after Sept 2024 and warranty can be availed after registering on brand website within 30 days of purchase or via company ASP installation)"
"LG 2026 Model 1.42 Ton 5 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-...","₹47,490",,"Annual Power Usage: 1180 WRoom Size: 130 to 180 sq. ft.Manufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only | T&C Apply) | To claim, present your original Proof of Purchase (invoice), model and serial number of the Product while requesting service. Visit https://www.lg.com/in/support for details Call on our customer care number 8069379999, WhatsApp : 9711709999 | E-mail: serviceindia@lge.com"
Blue Star 2022 Model 1.5 Ton 5 Star Split Inverter AC,"₹64,270",4.1,Annual Power Usage: 754.85 UnitsRoom Size: 130 to 180 sq. ft.1 Year on Product and 10 Years Warranty on Compressor
O-General 2023 Model 1.5 Ton 3 Star Window Fixed Speed AC,"₹43,900",3.6,Annual Power Usage: 1315.98 kWhRoom Size: 130 to 180 sq. ft.1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
MOTOROLA 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹31,990",4.2,"Annual Power Usage: 858.22 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹38,990",4.2,"Annual Power Usage: 1098.15 kWhRoom Size: 180 to 230 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,"₹37,858",4.1,"Annual Power Usage: 1026.46 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB"
Blue Star 2023 Model 1 Ton 4 Star Split Inverter AC,"₹28,625",4.1,"Annual Power Usage: 565.65 UnitsRoom Size: 80 to 130 sq. ft.1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor"
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter AC,"₹44,999",4.2,"Annual Power Usage: 698 UnitsRoom Size: 130 to 180 sq. ft.1 Year Warranty On Product,10 Years Warranty On Compressor"
Lloyd Stellar Grace 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi 6 in 1 Expandable Stellar Grac...,"₹44,890",4.1,"Annual Power Usage: 774.22 WRoom Size: 130 to 180 sq. ft.1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
MOTOROLA 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehen...,"₹36,990",4.2,"Annual Power Usage: 656.35 kWhRoom Size: 130 to 180 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
MOTOROLA 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi | Free Installation with 3-Year Comprehensi...,"₹28,990",4.2,"Annual Power Usage: 611.13 kWhRoom Size: 80 to 130 sq. ft.3 Year on Product and 10 Years Warranty on Compressor

You additionally get the following benefits free of cost for the first 3 years:
-Gas recharge (maximum 2 times) and service basis requirement.

Please reach out to the brand for these benefits."
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,"₹36,499",4.1,Room Size: 130 to 180 sq. ft.
